1.000000,0.000000
0.999960,0.007212
0.999840,0.014423
0.999640,0.021632
0.999359,0.028839
0.998999,0.036042
0.998559,0.043241
0.998039,0.050434
0.997438,0.057621
0.996758,0.064801
0.995998,0.071973
0.995157,0.079136
0.994237,0.086289
0.993237,0.093431
0.992158,0.100562
0.990998,0.107680
0.989759,0.114785
0.988440,0.121876
0.987041,0.128951
0.985563,0.136010
0.984005,0.143052
0.982368,0.150075
0.980651,0.157080
0.978855,0.164065
0.976981,0.171029
0.975027,0.177972
0.972994,0.184891
0.970882,0.191787
0.968691,0.198659
0.966422,0.205504
0.964075,0.212324
0.961649,0.219116
0.959145,0.225879
0.956563,0.232613
0.953904,0.239317
0.951167,0.245990
0.948353,0.252630
0.945461,0.259237
0.942493,0.265810
0.939449,0.272348
0.936328,0.278850
0.933131,0.285315
0.929858,0.291742
0.926510,0.298130
0.923088,0.304478
0.919590,0.310785
0.916018,0.317050
0.912372,0.323273
0.908653,0.329452
0.904861,0.335587
0.900996,0.341676
0.897059,0.347719
0.893051,0.353714
0.888971,0.359661
0.884820,0.365559
0.880600,0.371408
0.876310,0.377205
0.871951,0.382951
0.867524,0.388644
0.863029,0.394284
0.858467,0.399870
0.853839,0.405402
0.849145,0.410877
0.844386,0.416296
0.839563,0.421658
0.834676,0.426962
0.829726,0.432208
0.824715,0.437394
0.819642,0.442520
0.814509,0.447586
0.809316,0.452591
0.804064,0.457534
0.798754,0.462415
0.793388,0.467233
0.787965,0.471987
0.782487,0.476678
0.776954,0.481305
0.771368,0.485867
0.765730,0.490364
0.760040,0.494795
0.754299,0.499160
0.748508,0.503460
0.742669,0.507693
0.736782,0.511859
0.730848,0.515958
0.724868,0.519990
0.718844,0.523954
0.712775,0.527851
0.706664,0.531681
0.700510,0.535442
0.694316,0.539136
0.688081,0.542762
0.681808,0.546319
0.675496,0.549809
0.669148,0.553231
0.662763,0.556585
0.656343,0.559871
0.649889,0.563090
0.643402,0.566241
0.636882,0.569324
0.630331,0.572340
0.623749,0.575289
0.617138,0.578171
0.610498,0.580987
0.603830,0.583736
0.597136,0.586418
0.590415,0.589035
0.583670,0.591586
0.576899,0.594072
0.570106,0.596493
0.563289,0.598850
0.556451,0.601142
0.549592,0.603370
0.542712,0.605535
0.535813,0.607636
0.528895,0.609675
0.521960,0.611652
0.515006,0.613566
0.508036,0.615420
0.501051,0.617212
0.494049,0.618944
0.487034,0.620616
0.480004,0.622228
0.472961,0.623781
0.465906,0.625276
0.458838,0.626712
0.451759,0.628091
0.444669,0.629412
0.437569,0.630677
0.430459,0.631886
0.423339,0.633039
0.416211,0.634137
0.409075,0.635181
0.401931,0.636170
0.394780,0.637106
0.387622,0.637988
0.380458,0.638818
0.373288,0.639596
0.366113,0.640323
0.358932,0.640998
0.351747,0.641623
0.344558,0.642198
0.337365,0.642723
0.330169,0.643199
0.322969,0.643627
0.315767,0.644006
0.308563,0.644339
0.301356,0.644624
0.294148,0.644862
0.286939,0.645055
0.279728,0.645202
0.272517,0.645303
0.265305,0.645360
0.258093,0.645373
0.250880,0.645343
0.243669,0.645269
0.236458,0.645152
0.229247,0.644993
0.222038,0.644792
0.214830,0.644549
0.207623,0.644266
0.200419,0.643942
0.193216,0.643578
0.186015,0.643174
0.178816,0.642731
0.171620,0.642249
0.164427,0.641728
0.157237,0.641170
0.150049,0.640574
0.142865,0.639940
0.135684,0.639270
0.128507,0.638563
0.121333,0.637821
0.114163,0.637042
0.106997,0.636228
0.099835,0.635379
0.092677,0.634495
0.085524,0.633578
0.078375,0.632626
0.071230,0.631640
0.064090,0.630622
0.056955,0.629570
0.049825,0.628486
0.042700,0.627369
0.035580,0.626221
0.028465,0.625041
0.021355,0.623830
0.014251,0.622587
0.007152,0.621314
0.000059,0.620011
-0.007029,0.618677
-0.014111,0.617314
-0.021187,0.615921
-0.028258,0.614499
-0.035322,0.613047
-0.042381,0.611567
-0.049434,0.610059
-0.056480,0.608522
-0.063520,0.606957
-0.070555,0.605364
-0.077582,0.603744
-0.084604,0.602097
-0.091619,0.600423
-0.098628,0.598722
-0.105630,0.596994
-0.112625,0.595240
-0.119614,0.593460
-0.126597,0.591654
-0.133572,0.589822
-0.140541,0.587965
-0.147503,0.586083
-0.154458,0.584175
-0.161407,0.582243
-0.168348,0.580285
-0.175283,0.578303
-0.182210,0.576297
-0.189131,0.574267
-0.196044,0.572212
-0.202950,0.570134
-0.209849,0.568032
-0.216741,0.565907
-0.223625,0.563758
-0.230503,0.561585
-0.237373,0.559390
-0.244235,0.557172
-0.251090,0.554931
-0.257938,0.552667
-0.264778,0.550381
-0.271611,0.548072
-0.278436,0.545741
-0.285253,0.543388
-0.292063,0.541012
-0.298865,0.538615
-0.305659,0.536196
-0.312445,0.533755
-0.319224,0.531292
-0.325995,0.528808
-0.332758,0.526302
-0.339512,0.523775
-0.346259,0.521226
-0.352998,0.518656
-0.359728,0.516065
-0.366451,0.513453
-0.373165,0.510819
-0.379871,0.508165
-0.386568,0.505490
-0.393257,0.502793
-0.399938,0.500076
-0.406610,0.497338
-0.413274,0.494579
-0.419929,0.491799
-0.426575,0.488999
-0.433212,0.486177
-0.439841,0.483335
-0.446460,0.480472
-0.453071,0.477589
-0.459672,0.474684
-0.466265,0.471759
-0.472848,0.468813
-0.479421,0.465846
-0.485985,0.462859
-0.492540,0.459850
-0.499085,0.456821
-0.505620,0.453771
-0.512146,0.450699
-0.518661,0.447607
-0.525167,0.444493
-0.531662,0.441358
-0.538147,0.438202
-0.544621,0.435025
-0.551085,0.431826
-0.557538,0.428605
-0.563981,0.425363
-0.570412,0.422099
-0.576832,0.418813
-0.583241,0.415505
-0.589638,0.412175
-0.596023,0.408822
-0.602397,0.405447
-0.608759,0.402050
-0.615108,0.398629
-0.621445,0.395185
-0.627769,0.391718
-0.634080,0.388228
-0.640378,0.384713
-0.646662,0.381175
-0.652933,0.377613
-0.659190,0.374026
-0.665433,0.370414
-0.671661,0.366778
-0.677874,0.363116
-0.684072,0.359428
-0.690255,0.355714
-0.696421,0.351974
-0.702572,0.348208
-0.708705,0.344414
-0.714822,0.340592
-0.720921,0.336743
-0.727002,0.332865
-0.733064,0.328959
-0.739108,0.325023
-0.745132,0.321058
-0.751136,0.317062
-0.757119,0.313035
-0.763081,0.308976
-0.769021,0.304886
-0.774938,0.300762
-0.780832,0.296606
-0.786701,0.292415
-0.792546,0.288189
-0.798364,0.283928
-0.804156,0.279630
-0.809920,0.275295
-0.815655,0.270923
-0.821360,0.266511
-0.827035,0.262059
-0.832676,0.257566
-0.838284,0.253031
-0.843857,0.248454
-0.849394,0.243832
-0.854892,0.239164
-0.860351,0.234450
-0.865767,0.229689
-0.871140,0.224878
-0.876468,0.220016
-0.881747,0.215103
-0.886976,0.210136
-0.892153,0.205114
-0.897273,0.200036
-0.902336,0.194899
-0.907336,0.189702
-0.912272,0.184443
-0.917139,0.179121
-0.921934,0.173733
-0.926651,0.168279
-0.931288,0.162755
-0.935839,0.157160
-0.940299,0.151492
-0.944661,0.145749
-0.948922,0.139930
-0.953073,0.134032
-0.957108,0.128055
-0.961020,0.121996
-0.964801,0.115855
-0.968444,0.109630
-0.971938,0.103321
-0.975275,0.096928
-0.978446,0.090450
-0.981440,0.083890
-0.984248,0.077247
-0.986858,0.070524
-0.989261,0.063724
-0.991446,0.056851
-0.993403,0.049910
-0.995122,0.042906
-0.996593,0.035846
-0.997809,0.028738
-0.998763,0.021589
-0.999449,0.014410
-0.999862,0.007210
-1.000000,0.000000
-0.999862,-0.007210
-0.999449,-0.014410
-0.998763,-0.021589
-0.997809,-0.028738
-0.996593,-0.035846
-0.995122,-0.042906
-0.993403,-0.049910
-0.991446,-0.056851
-0.989261,-0.063724
-0.986858,-0.070524
-0.984248,-0.077247
-0.981440,-0.083890
-0.978446,-0.090450
-0.975275,-0.096928
-0.971938,-0.103321
-0.968444,-0.109630
-0.964801,-0.115855
-0.961020,-0.121996
-0.957108,-0.128055
-0.953073,-0.134032
-0.948922,-0.139930
-0.944661,-0.145749
-0.940299,-0.151492
-0.935839,-0.157160
-0.931288,-0.162755
-0.926651,-0.168279
-0.921934,-0.173733
-0.917139,-0.179121
-0.912272,-0.184443
-0.907336,-0.189702
-0.902336,-0.194899
-0.897273,-0.200036
-0.892153,-0.205114
-0.886976,-0.210136
-0.881747,-0.215103
-0.876468,-0.220016
-0.871140,-0.224878
-0.865767,-0.229689
-0.860351,-0.234450
-0.854892,-0.239164
-0.849394,-0.243832
-0.843857,-0.248454
-0.838284,-0.253031
-0.832676,-0.257566
-0.827035,-0.262059
-0.821360,-0.266511
-0.815655,-0.270923
-0.809920,-0.275295
-0.804156,-0.279630
-0.798364,-0.283928
-0.792546,-0.288189
-0.786701,-0.292415
-0.780832,-0.296606
-0.774938,-0.300762
-0.769021,-0.304886
-0.763081,-0.308976
-0.757119,-0.313035
-0.751136,-0.317062
-0.745132,-0.321058
-0.739108,-0.325023
-0.733064,-0.328959
-0.727002,-0.332865
-0.720921,-0.336743
-0.714822,-0.340592
-0.708705,-0.344414
-0.702572,-0.348208
-0.696421,-0.351974
-0.690255,-0.355714
-0.684072,-0.359428
-0.677874,-0.363116
-0.671661,-0.366778
-0.665433,-0.370414
-0.659190,-0.374026
-0.652933,-0.377613
-0.646662,-0.381175
-0.640378,-0.384713
-0.634080,-0.388228
-0.627769,-0.391718
-0.621445,-0.395185
-0.615108,-0.398629
-0.608759,-0.402050
-0.602397,-0.405447
-0.596023,-0.408822
-0.589638,-0.412175
-0.583241,-0.415505
-0.576832,-0.418813
-0.570412,-0.422099
-0.563981,-0.425363
-0.557538,-0.428605
-0.551085,-0.431826
-0.544621,-0.435025
-0.538147,-0.438202
-0.531662,-0.441358
-0.525167,-0.444493
-0.518661,-0.447607
-0.512146,-0.450699
-0.505620,-0.453771
-0.499085,-0.456821
-0.492540,-0.459850
-0.485985,-0.462859
-0.479421,-0.465846
-0.472848,-0.468813
-0.466265,-0.471759
-0.459672,-0.474684
-0.453071,-0.477589
-0.446460,-0.480472
-0.439841,-0.483335
-0.433212,-0.486177
-0.426575,-0.488999
-0.419929,-0.491799
-0.413274,-0.494579
-0.406610,-0.497338
-0.399938,-0.500076
-0.393257,-0.502793
-0.386568,-0.505490
-0.379871,-0.508165
-0.373165,-0.510819
-0.366451,-0.513453
-0.359728,-0.516065
-0.352998,-0.518656
-0.346259,-0.521226
-0.339512,-0.523775
-0.332758,-0.526302
-0.325995,-0.528808
-0.319224,-0.531292
-0.312445,-0.533755
-0.305659,-0.536196
-0.298865,-0.538615
-0.292063,-0.541012
-0.285253,-0.543388
-0.278436,-0.545741
-0.271611,-0.548072
-0.264778,-0.550381
-0.257938,-0.552667
-0.251090,-0.554931
-0.244235,-0.557172
-0.237373,-0.559390
-0.230503,-0.561585
